"Date of
 Encashment",Name of the Political Party,Denomination
18 July 2023,BHARAT RASHTRA SAMITHI,10000000
18 July 2023,RASHTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,1000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,10000000
18 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,ALL INDIA TRINAMOOL CONGRESS,10000000
19 July 2023,ALL INDIA TRINAMOOL CONGRESS,10000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,10000000
19 July 2023,RASTRIYA JANTA DAL,10000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,10000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,10000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,10000000
19 July 2023,RASTRIYA JANTA DAL,10000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,10000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
19 July 2023,RASTRIYA JANTA DAL,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,10000000
20 July 2023,BHARTIYA JANTA PARTY,10000000
20 July 2023,BHARTIYA JANTA PARTY,10000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,10000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,10000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,100000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,1000000
20 July 2023,BHARTIYA JANTA PARTY,10000000
20 July 2023,SIKKIM KRANTIKARI MORCHA,10000000
20 July 2023,SIKKIM KRANTIKARI MORCHA,10000000
20 July 2023,SIKKIM KRANTIKARI MORCHA,10000000
20 July 2023,SIKKIM KRANTIKARI MORCHA,10000000
20 July 2023,SIKKIM KRANTIKARI MORCHA,10000000
20 July 2023,SIKKIM KRANTIKARI MORCHA,10000000
20 July 2023,SIKKIM KRANTIKARI MORCHA,10000000
20 July 2023,SIKKIM KRANTIKARI MORCHA,10000000
24 July 2023,BHARAT RASHTRA SAMITHI,10000000
24 July 2023,BHARTIYA JANTA PARTY,1000
24 July 2023,JHARKHAND MUKTI MORCHA,10000000
24 July 2023,JHARKHAND MUKTI MORCHA,10000000
24 July 2023,JHARKHAND MUKTI MORCHA,10000000
24 July 2023,JHARKHAND MUKTI MORCHA,10000000
24 July 2023,JHARKHAND MUKTI MORCHA,10000000
25 July 2023,BHARAT RASHTRA SAMITHI,10000000
25 July 2023,BHARAT RASHTRA SAMITHI,10000000
25 July 2023,BHARAT RASHTRA SAMITHI,10000000
25 July 2023,BHARAT RASHTRA SAMITHI,10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
25 July 2023,SHIVSENA (POLITICAL PARTY),10000000
